Entry,Entry name,Status,Protein names,Gene names,Organism,Length,EC number,Function [CC],Enzyme regulation
H6C7W8,H6C7W8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08165,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),639,,,
H6C3S3,H6C3S3_EXODN,unreviewed,Lysophospholipase (EC 3.1.1.5),HMPREF1120_06300,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),637,3.1.1.5,,
H6BR47,H6BR47_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02087,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),226,,,
H6BW28,H6BW28_EXODN,unreviewed,[acyl-carrier-protein] S-malonyltransferase,HMPREF1120_04105,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),390,,,
H6BXQ8,H6BXQ8_EXODN,unreviewed,Sodium/hydrogen exchanger,HMPREF1120_04661,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),728,,,
H6CAA2,H6CAA2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08038,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),606,,,
H6BM78,H6BM78_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00236,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1097,,,
H6BNQ9,H6BNQ9_EXODN,unreviewed,Pescadillo homolog (Nucleolar protein 7 homolog),NOP7 HMPREF1120_00459,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),674,,FUNCTION: Component of the NOP7 complex; which is required for maturation of the 25S and 5.8S ribosomal RNAs and formation of the 60S ribosome. {ECO:0000256|HAMAP-Rule:MF_03028}.,
H6C017,H6C017_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05214,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),694,,,
H6C5U8,H6C5U8_EXODN,unreviewed,Aminoadipate-semialdehyde dehydrogenase large subunit,HMPREF1120_07093,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1102,,,
H6BKU1,H6BKU1_EXODN,unreviewed,Importin subunit alpha,HMPREF1120_00934,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),552,,,
H6BM53,H6BM53_EXODN,unreviewed,Aspergillopepsin I,HMPREF1120_00212,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),397,,,
H6C3R6,H6C3R6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06293,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),896,,,
H6BVF8,H6BVF8_EXODN,unreviewed,Eukaryotic translation initiation factor 3 subunit H (eIF3h),HMPREF1120_04002,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),420,,FUNCTION: Component of the eukaryotic translation initiation factor 3 (eIF-3) complex; which is involved in protein synthesis of a specialized repertoire of mRNAs and; together with other initiation factors; stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. {ECO:0000256|HAMAP-Rule:MF_03007}.,
H6BMN3,H6BMN3_EXODN,unreviewed,NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4),cprA HMPREF1120_01261,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),691,1.6.2.4,,
H6C9D3,H6C9D3_EXODN,unreviewed,Hpt sensor hybrid histidine kinase,HMPREF1120_08652,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),2385,,,
H6CBD9,H6CBD9_EXODN,unreviewed,Regulatory protein SWI6,HMPREF1120_09024,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),897,,,
H6BSU1,H6BSU1_EXODN,unreviewed,MC family mitochondrial carrier protein,HMPREF1120_02416,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),382,,,
H6BWI3,H6BWI3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03374,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),551,,,
H6BL65,H6BL65_EXODN,unreviewed,Sulfhydryl oxidase (EC 1.8.3.2),HMPREF1120_00039,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),215,1.8.3.2,,
H6C3P4,H6C3P4_EXODN,unreviewed,Mitochondrial intermediate peptidase,HMPREF1120_06271,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),802,,,
H6BZT6,H6BZT6_EXODN,unreviewed,Osomolarity two-component system; sensor histidine kinase SLN1,HMPREF1120_04358,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1163,,,
H6BP51,H6BP51_EXODN,unreviewed,L-lactate dehydrogenase (Cytochrome),HMPREF1120_01472,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),477,,,
H6BX97,H6BX97_EXODN,unreviewed,Pre-mRNA-processing factor 4,HMPREF1120_04291,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),348,,,
H6C4U4,H6C4U4_EXODN,unreviewed,AP complex subunit beta,HMPREF1120_06531,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),750,,FUNCTION: Adaptins are components of the adaptor complexes which link clathrin to receptors in coated vesicles. Clathrin-associated protein complexes are believed to interact with the cytoplasmic tails of membrane proteins; leading to their selection and concentration. {ECO:0000256|PIRNR:PIRNR002291}.,
H6CAF4,H6CAF4_EXODN,unreviewed,Agmatinase,HMPREF1120_08090,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),432,,,
H6BMP7,H6BMP7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01275,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),398,,,
H6BSF1,H6BSF1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01551,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),612,,,
H6BWK2,H6BWK2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04167,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),220,,,
H6C3C3,H6C3C3_EXODN,unreviewed,Peptide chain release factor eRF subunit 2,HMPREF1120_06156,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),711,,,
H6BZ94,H6BZ94_EXODN,unreviewed,Histone acetyltransferase,HMPREF1120_05017,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),408,,,
H6C003,H6C003_EXODN,unreviewed,Chloromuconate cycloisomerase,HMPREF1120_05200,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1162,,,
H6C0E7,H6C0E7_EXODN,unreviewed,UTP-glucose-1-phosphate uridylyltransferase,HMPREF1120_05288,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),524,,,
H6BM48,H6BM48_EXODN,unreviewed,Thioredoxin 1,HMPREF1120_00207,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),321,,,
H6BQP6,H6BQP6_EXODN,unreviewed,Ferrooxidoreductase Fet3,HMPREF1120_02753,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),165,,,
H6BNX4,H6BNX4_EXODN,unreviewed,Proteasome endopeptidase complex (EC 3.4.25.1),HMPREF1120_00607,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),233,3.4.25.1,,
H6BVK9,H6BVK9_EXODN,unreviewed,Ammonium transporter,HMPREF1120_03224,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),483,,,
H6C855,H6C855_EXODN,unreviewed,DnaJ protein; subfamily A; member 2,HMPREF1120_08250,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),409,,,
H6BUI3,H6BUI3_EXODN,unreviewed,DNA-3-methyladenine glycosylase II,HMPREF1120_03850,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),397,,,
H6BPE1,H6BPE1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02569,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),512,,,
H6C567,H6C567_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07761,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),168,,,
H6BUZ4,H6BUZ4_EXODN,unreviewed,Plasma membrane ATPase (EC 3.6.3.6),HMPREF1120_03123,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),941,3.6.3.6,,
H6C9C4,H6C9C4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08644,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),916,,,
H6C2Q6,H6C2Q6_EXODN,unreviewed,Elongation factor EF-3,HMPREF1120_05994,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1067,,,
H6BW69,H6BW69_EXODN,unreviewed,Ubiquitin thiolesterase,HMPREF1120_03319,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1131,,,
H6BZ17,H6BZ17_EXODN,unreviewed,Mitochondrial ABC transporter ATM,HMPREF1120_04944,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),971,,,
H6BKM9,H6BKM9_EXODN,unreviewed,MC family mitochondrial carrier protein,HMPREF1120_00872,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),310,,,
H6C4B4,H6C4B4_EXODN,unreviewed,MFS transporter; SP family; sugar:H+ symporter,HMPREF1120_06460,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),547,,,
H6C8Y2,H6C8Y2_EXODN,unreviewed,Profilin,HMPREF1120_08514,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),130,,FUNCTION: Binds to actin and affects the structure of the cytoskeleton. At high concentrations; profilin prevents the polymerization of actin; whereas it enhances it at low concentrations. {ECO:0000256|RuleBase:RU003908}.,
H6C6G9,H6C6G9_EXODN,unreviewed,Prolyl-tRNA synthetase,HMPREF1120_07307,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),615,,,
H6BZ19,H6BZ19_EXODN,unreviewed,Double-strand break repair protein MRE11,HMPREF1120_04946,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1380,,,
H6BZE1,H6BZE1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05059,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),108,,,
H6BK51,H6BK51_EXODN,unreviewed,Glycolate oxidase,HMPREF1120_01508,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),381,,,
H6C3M8,H6C3M8_EXODN,unreviewed,Protein kinase A,HMPREF1120_06255,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),428,,,
H6C4Y7,H6C4Y7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06573,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),366,,,
H6C8X1,H6C8X1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08504,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1314,,,
H6BL30,H6BL30_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00986,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1788,,,
H6BVR6,H6BVR6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04051,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),234,,,
H6BWV2,H6BWV2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03435,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),585,,,
H6BYC7,H6BYC7_EXODN,unreviewed,Ubiquitin-related modifier 1,URM1 HMPREF1120_04767,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),105,,FUNCTION: Acts as a sulfur carrier required for 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of cytosolic tRNA(Lys); tRNA(Glu) and tRNA(Gln). Serves as sulfur donor in tRNA 2-thiolation reaction by being thiocarboxylated (-COSH) at its C-terminus by the MOCS3 homolog UBA4. The sulfur is then transferred to tRNA to form 2-thiolation of mcm(5)S(2)U. Prior mcm(5) tRNA modification by the elongator complex is required for 2-thiolation. Also acts as a ubiquitin-like protein (UBL) that is covalently conjugated via an isopeptide bond to lysine residues of target proteins such as AHP1. The thiocarboxylated form serves as substrate for conjugation and oxidative stress specifically induces the formation of UBL-protein conjugates. {ECO:0000256|HAMAP-Rule:MF_03048}.,
H6C1N5,H6C1N5_EXODN,unreviewed,Adenylate cyclase,HMPREF1120_05788,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),409,,,
H6C3I5,H6C3I5_EXODN,unreviewed,NADH-dependent flavin oxidoreductase,HMPREF1120_06212,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),416,,,
H6CBX2,H6CBX2_EXODN,unreviewed,Regulator-nonsense transcripts 1,HMPREF1120_09203,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1076,,,
H6BQN9,H6BQN9_EXODN,unreviewed,Transcriptional regulatory protein AMDR,HMPREF1120_02746,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),696,,,
H6C5K9,H6C5K9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07005,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),786,,,
H6BNJ6,H6BNJ6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00587,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1255,,,
H6C246,H6C246_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06682,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),96,,,
H6BVQ2,H6BVQ2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04037,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),115,,,
H6BVJ4,H6BVJ4_EXODN,unreviewed,Phosphatidylinositol-bisphosphatase,HMPREF1120_03209,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1254,,,
H6BP47,H6BP47_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01468,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),640,,,
H6C490,H6C490_EXODN,unreviewed,Aldehyde dehydrogenase,HMPREF1120_06436,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),542,,,
H6C6N0,H6C6N0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07366,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),165,,,
H6C9F0,H6C9F0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08668,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1469,,,
H6BJX2,H6BJX2_EXODN,unreviewed,GTP-binding protein ypt5,HMPREF1120_00556,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),219,,,
H6C2X9,H6C2X9_EXODN,unreviewed,DNA mismatch repair protein PMS2,HMPREF1120_06012,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1035,,,
H6BWG3,H6BWG3_EXODN,unreviewed,AP-1 complex subunit mu-1,HMPREF1120_03354,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),448,,,
H6BTJ9,H6BTJ9_EXODN,unreviewed,Ubiquitin-conjugating enzyme E2 D/E,HMPREF1120_03563,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1673,,,
H6C368,H6C368_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06101,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),822,,,
H6BWF2,H6BWF2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03346,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),678,,,
H6C2F0,H6C2F0_EXODN,unreviewed,Mitochondrial import inner membrane translocase subunit tim-17,HMPREF1120_05943,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),150,,,
H6C798,H6C798_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07579,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),949,,,
H6CBB4,H6CBB4_EXODN,unreviewed,F-box and WD-40 domain-containing protein MET30,HMPREF1120_09001,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),710,,,
H6BMI7,H6BMI7_EXODN,unreviewed,DNA-directed RNA polymerase II subunit J,HMPREF1120_00288,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),269,,,
H6C548,H6C548_EXODN,unreviewed,Transcription elongation factor S-II,HMPREF1120_07743,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),306,,,
H6BKE9,H6BKE9_EXODN,unreviewed,Small nuclear ribonucleoprotein Sm D2,HMPREF1120_00794,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),100,,,
H6C7U0,H6C7U0_EXODN,unreviewed,Succinate dehydrogenase (Ubiquinone) flavoprotein subunit,HMPREF1120_07715,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),972,,,
H6BT02,H6BT02_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01644,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),414,,,
H6BV75,H6BV75_EXODN,unreviewed,Ubiquitin-conjugating enzyme E2-18 kDa,HMPREF1120_03147,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),166,,,
H6C622,H6C622_EXODN,unreviewed,Thimet oligopeptidase,HMPREF1120_07166,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),726,,,
H6BMH8,H6BMH8_EXODN,unreviewed,Amidase,HMPREF1120_00279,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),567,,,
H5WH65,H5WH65_EXODN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),HMPREF1120_11001,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),666,1.6.5.3,FUNCTION: Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. {ECO:0000256|SAAS:SAAS00061107}.,
H6C055,H6C055_EXODN,unreviewed,ATP synthase mitochondrial F1 complex assembly factor 2,HMPREF1120_04421,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),375,,,
H6C3T5,H6C3T5_EXODN,unreviewed,Dihydrolipoyllysine-residue succinyltransferase; E2 component,HMPREF1120_06312,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),472,,,
